,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page,Taken_product
7882,356,1,24613,14,4,1,48,4972,2,0,20,0,4,0,20,0
8822,292,1,48103,2,2,10,110,2148,6,1,30,0,2,0,11,1
6742,337,1,3896,17,3,0,79,2302,2,0,19,0,4,0,6,0
395,322,1,10955,21,3,7,61,2258,7,0,20,1,1,1,8,0
89,345,1,23415,1,2,7,64,9619,1,0,16,0,4,0,9,1
10749,315,1,17863,2,4,10,88,6866,2,1,36,0,1,0,13,0
8815,280,0,30951,23,2,6,51,2574,4,0,26,0,3,1,17,0
7092,262,1,23741,19,3,0,40,2937,1,0,21,0,2,0,10,0
7247,209,1,47399,2,4,14,53,2233,1,0,21,0,3,1,6,0
9367,325,0,32696,19,3,6,73,2820,7,1,23,0,4,0,15,1
11701,202,1,10852,2,3,5,103,2249,5,0,20,0,3,0,9,0
11615,325,1,40018,8,3,0,103,4033,6,0,27,0,4,0,8,0
10517,225,0,49504,1,1,6,55,7981,1,0,28,0,4,1,18,0
6762,279,1,12713,1,3,14,83,10256,2,1,32,1,3,1,17,0
10915,351,1,32589,9,3,1,97,10813,6,1,33,0,3,1,22,0
8843,170,1,13725,15,2,0,113,1299,1,0,35,0,4,0,0,0
8429,304,1,38119,6,3,0,43,8385,4,0,26,0,4,0,9,0
8643,328,1,12016,9,3,0,57,2446,4,0,18,0,3,0,7,0
79,345,1,33075,1,2,7,80,5021,8,1,22,1,4,1,16,0
9660,268,1,34417,1,4,6,79,2327,8,0,30,0,2,1,20,0
10814,269,1,50529,9,3,6,58,8684,2,0,24,0,2,0,15,0
8431,273,1,36025,16,3,0,99,8609,1,0,24,0,4,0,11,0
7369,293,1,12991,2,3,0,48,3953,5,1,19,0,3,0,6,0
8834,224,1,3655,24,3,0,58,2088,5,1,33,0,2,0,7,1
11075,312,1,52262,20,4,14,83,10385,5,0,32,1,4,1,17,0
6482,228,1,33115,2,3,6,63,6887,5,1,30,1,2,0,12,0
6527,268,1,23531,25,3,14,86,10913,3,0,20,0,1,0,16,0
9937,265,1,47328,1,4,0,68,5539,11,0,28,0,2,1,11,0
6407,246,1,32523,10,3,1,67,5400,1,0,22,0,4,0,10,0
7745,332,0,10958,21,3,6,65,2265,7,0,24,1,1,1,8,0
11047,260,1,7599,1,4,1,91,9788,0,0,20,0,4,1,25,0
4765,196,1,32700,1,3,3,70,5341,3,0,23,0,2,1,13,0
7085,249,1,44071,2,4,0,100,1401,1,0,15,0,1,0,1,1
4586,249,1,4726,1,3,3,95,2549,0,0,17,0,1,0,9,0
6696,305,1,15373,9,3,0,78,6787,9,0,27,0,3,0,9,0
6108,269,0,33044,1,3,1,95,8801,1,0,17,0,1,0,10,0
9852,302,1,20770,2,3,0,64,3707,3,1,35,1,2,0,15,1
6957,226,1,7845,1,4,14,106,2372,6,0,25,0,3,0,11,1
5983,261,1,23281,6,4,10,46,4816,1,0,17,0,3,0,16,0
2083,255,1,29015,1,2,12,88,3737,0,0,19,0,3,1,4,0
1083,300,1,23660,1,4,3,86,2018,3,0,14,0,2,0,15,1
9112,247,0,15602,5,3,1,99,2841,2,0,35,0,3,1,5,0
9242,156,1,17162,2,2,14,64,2625,2,0,30,0,3,0,5,1
7522,279,0,51807,3,2,6,39,2095,4,0,22,0,3,0,13,0
9891,378,1,9544,3,2,6,57,4848,6,0,36,1,1,1,16,0
10046,248,0,20521,10,3,0,71,3489,6,0,29,0,1,1,16,0
3645,294,1,31645,1,5,3,52,7939,0,0,30,0,4,0,15,0
2718,202,1,36890,1,3,7,67,3445,1,0,11,0,3,0,6,0
3079,227,1,43443,1,3,12,53,6388,2,1,25,0,4,0,14,0
6944,228,1,11557,1,3,0,54,2072,0,0,31,1,1,1,6,0
3343,308,1,22624,1,3,11,62,8441,3,0,21,0,3,1,17,0
10159,176,1,13737,7,1,0,92,2519,2,1,37,1,1,0,8,1
8582,270,1,47962,27,4,0,57,6889,2,0,25,0,2,1,17,0
3299,271,1,18978,1,4,7,58,9746,5,0,18,0,1,1,22,0
7106,243,0,20483,10,3,0,67,3442,6,0,17,0,1,1,10,0
7591,250,1,34168,26,4,1,107,4472,0,0,21,0,1,0,4,0
9003,390,1,11526,1,3,6,100,3742,3,0,31,0,4,1,10,0
8760,312,1,15552,2,2,1,96,5688,3,0,21,0,3,1,15,0
6319,239,0,18696,20,3,0,76,9834,3,0,20,0,1,0,12,1
5818,173,1,20026,12,2,10,91,2691,3,0,22,0,3,0,8,0
10493,307,1,31713,19,2,6,113,2788,8,1,22,0,3,1,19,0
11639,210,1,16922,1,2,0,104,2992,2,1,22,0,3,1,5,0
582,300,1,27685,1,2,7,38,4244,1,0,24,1,4,1,8,0
9008,263,0,37469,2,1,0,66,9604,3,0,33,0,3,0,14,0
10169,205,1,16915,1,2,0,111,2993,2,1,34,0,3,1,10,0
11336,338,1,51386,20,3,0,59,3476,3,0,26,0,3,0,10,0
10576,345,0,32250,24,3,0,56,3211,4,1,40,1,4,1,25,1
2568,300,1,39970,1,2,3,72,4069,3,1,18,0,3,0,8,0
11383,323,0,10119,2,3,0,63,10174,2,1,33,0,3,1,27,0
10956,180,1,21630,3,1,0,56,4235,0,1,29,0,1,1,8,1
7043,286,1,51461,10,3,6,80,3947,1,0,17,0,1,1,8,0
5910,252,1,32352,2,3,6,88,2504,4,0,18,0,4,0,7,0
1435,330,1,36295,1,3,7,42,2436,6,1,12,0,3,0,6,0
8189,319,1,22650,4,4,1,48,5163,7,0,22,0,4,0,9,0
10546,323,1,9462,2,3,6,74,2648,2,1,21,0,3,1,11,0
1227,232,1,25935,1,4,3,69,3477,1,0,14,0,4,1,6,0
3196,316,1,9459,1,3,7,67,2652,0,1,18,0,3,1,14,0
10346,277,0,29902,18,5,0,93,9131,1,0,35,1,4,1,17,0
7930,271,1,13444,8,4,0,79,2579,1,0,25,0,2,1,3,0
61,285,1,22855,29,5,3,50,2406,1,0,11,0,4,0,10,0
9464,242,1,42811,11,4,0,69,2406,5,1,34,0,2,1,12,0
6710,312,1,5857,12,4,0,53,4778,3,1,16,0,1,1,6,0
4068,271,1,45615,1,4,3,94,5603,3,1,17,0,4,1,9,0
6837,304,1,16034,16,2,0,86,3553,9,0,23,0,2,1,6,0
332,405,1,32480,20,4,3,31,4869,3,0,12,0,4,0,20,0
6034,243,0,33851,8,3,1,51,9009,1,0,17,0,4,0,9,0
9887,364,1,20023,14,3,6,97,4651,3,1,35,0,3,1,17,0
8284,194,1,9315,1,3,6,44,2106,1,0,23,0,4,0,2,0
10873,268,1,38929,8,2,0,117,6563,5,0,35,0,2,1,8,0
4634,234,1,34308,1,4,7,102,4392,1,0,21,0,4,1,12,0
9807,393,0,18979,2,3,1,61,10659,4,0,23,0,2,0,19,0
2742,285,1,40355,1,2,10,40,3702,1,0,11,0,2,1,5,0
6513,282,1,44741,8,3,0,80,2351,0,0,25,1,3,0,6,0
4613,301,1,31709,19,2,7,110,2783,8,1,18,0,3,1,19,0
4980,391,1,25072,19,4,7,49,4310,2,0,27,0,1,1,6,0
5169,339,1,27624,24,4,7,41,2232,1,0,19,0,1,0,7,0
1090,217,1,15435,1,1,10,39,9715,3,0,13,0,3,1,9,0
6398,294,1,8509,7,4,1,55,4036,0,0,23,1,1,0,8,0
3972,294,1,20767,1,3,3,61,3698,3,1,27,1,2,0,15,1
725,262,1,21770,14,4,10,39,3743,1,1,24,1,4,1,5,1
11559,336,1,8586,2,3,0,119,3600,0,0,30,0,2,0,17,0
6849,372,1,29929,4,3,0,60,7909,1,0,19,0,3,0,11,0
9817,211,1,4776,17,4,0,76,2461,2,1,29,0,4,0,9,1
3960,353,1,16321,1,3,2,83,3480,9,0,20,0,3,1,24,0
5805,234,1,26430,26,4,11,70,5667,3,1,15,0,3,0,15,1
7579,227,1,31372,18,1,6,92,2401,1,1,23,0,3,0,4,1
9463,327,1,44317,3,3,0,121,5299,4,1,26,0,2,1,19,0
754,247,1,36330,1,1,3,88,2342,0,0,19,0,4,0,3,0
6473,273,1,23670,1,3,10,46,5233,0,0,19,0,1,1,10,0
6486,262,0,24573,16,4,0,109,2557,1,0,27,0,3,0,6,0
9611,272,1,42187,4,3,14,96,9638,1,1,39,1,1,0,13,1
6257,282,1,11521,2,3,0,99,2546,4,0,18,0,2,1,6,0
8012,155,1,17510,2,3,6,57,2054,1,0,25,0,4,0,2,1
663,157,1,49945,18,1,10,65,2693,1,0,19,0,1,0,1,1
10945,255,1,37677,3,2,5,74,2333,5,1,27,0,3,1,10,0
7401,221,1,50195,5,4,14,61,3452,1,1,25,0,3,0,2,1
11374,263,1,34028,1,3,14,77,7148,3,1,21,0,4,0,13,0
5657,234,1,35148,1,3,2,58,8387,3,0,29,0,3,1,11,0
6557,375,1,18456,8,2,10,56,7407,4,0,20,0,3,1,29,0
8472,228,1,47957,3,1,6,93,4733,1,1,29,0,4,0,10,0
2864,240,1,48055,1,4,3,56,9679,8,0,24,1,2,0,8,0
11013,350,1,19862,7,2,6,100,10908,7,0,32,0,2,1,17,0
11008,343,1,8735,23,2,0,54,3700,2,1,23,0,3,1,11,0
906,255,1,46200,20,3,2,89,2585,0,0,17,0,4,0,2,0
11714,272,1,48885,9,4,6,69,5153,2,0,33,0,2,0,16,0
8831,232,1,5394,15,2,0,74,4261,1,1,24,0,4,0,14,0
4188,204,1,36923,1,3,7,76,3489,3,0,21,0,3,0,9,0
2737,255,1,48125,10,3,3,87,4001,1,1,14,0,3,1,15,0
4034,301,1,47000,1,2,7,60,5517,2,0,19,0,4,0,13,0
11294,202,1,22875,7,3,10,110,3632,1,0,23,0,4,0,13,0
8069,356,1,33434,4,2,0,90,4167,1,1,22,0,3,0,9,0
355,195,1,32655,1,3,3,57,5296,1,0,17,0,2,1,8,0
6603,350,1,19817,7,2,6,86,10852,6,0,24,0,2,1,13,0
11528,185,1,5658,4,1,6,63,3340,3,0,32,0,3,0,5,0
8389,263,1,38749,9,4,14,63,2748,1,0,21,0,4,0,2,1
5397,384,1,18982,1,3,11,64,10641,4,0,14,0,2,0,15,0
7546,273,0,4833,2,3,6,48,4437,5,0,16,0,4,0,10,0
7033,140,0,19048,3,2,6,80,1577,1,1,15,0,3,0,0,1
3282,234,1,43168,1,4,7,46,7193,1,1,21,0,3,0,17,0
10693,318,1,22624,1,3,1,72,8446,1,0,36,0,3,1,18,0
7244,219,0,27409,1,2,0,50,6840,1,1,17,0,3,1,7,0
7503,347,1,6802,9,3,0,69,2354,8,0,26,0,3,1,20,0
765,285,1,41510,1,4,10,44,2821,3,0,16,0,1,1,8,0
1180,270,1,10885,1,3,3,77,2013,2,0,11,0,3,0,15,0
10122,269,1,6522,23,4,6,112,2756,1,0,33,0,2,1,15,0
5427,203,1,48242,11,1,3,100,2142,1,0,23,0,2,0,12,0
9326,286,1,16926,3,3,10,47,9500,1,0,25,0,3,1,13,0
11461,313,1,46556,7,3,0,96,2215,4,1,34,0,2,0,14,1
926,322,1,18585,1,4,11,56,10231,3,0,14,0,4,0,23,0
9730,187,1,13105,1,2,0,55,1269,2,0,31,1,4,1,5,0
7611,293,1,46452,2,2,0,46,5258,3,0,22,0,4,1,13,0
10271,294,1,12124,10,2,0,112,5399,3,0,23,0,3,1,10,0
5114,264,1,30920,1,4,3,99,7876,6,0,23,0,2,1,22,0
7554,292,1,41304,29,1,6,80,6676,7,1,24,0,2,0,17,1
5145,361,1,9731,1,3,3,111,4286,4,0,20,0,4,0,24,0
9538,346,1,8740,23,2,0,51,3690,3,1,37,0,3,1,12,0
5797,220,1,4798,1,3,3,104,5433,1,0,19,0,1,1,11,0
10663,213,1,51467,1,2,6,103,3870,3,0,24,0,2,1,10,0
11199,147,1,9329,25,3,0,72,3055,2,1,23,0,4,0,9,0
705,292,1,31605,1,5,3,41,7880,0,0,18,0,4,0,9,0
11421,263,0,22903,10,4,14,113,5130,1,0,29,0,2,1,9,0
10933,325,1,44325,3,3,0,107,5281,3,1,22,0,2,1,23,0
533,300,1,20300,1,4,3,48,10475,5,1,21,1,3,1,20,0
7661,346,0,43723,7,3,0,101,5219,1,0,24,0,1,1,24,0
1926,232,1,24080,1,3,3,44,11557,9,0,21,1,3,1,10,0
11358,222,0,10166,2,2,6,51,2614,7,0,24,0,3,0,10,1
9669,334,1,48069,9,3,1,99,5414,9,0,31,0,2,0,9,1
6337,141,0,45716,5,3,1,77,1890,1,1,23,0,4,0,0,1
6243,257,1,12261,5,3,1,38,2856,1,1,23,0,2,0,1,1
6662,232,1,41163,20,3,10,93,9964,0,0,26,0,3,1,7,0
9697,354,1,5287,2,4,14,87,7440,2,0,24,0,3,1,14,0
10836,226,1,48900,10,3,0,118,2696,2,0,31,0,3,0,9,0
8647,199,1,32206,20,2,6,79,2159,0,1,18,0,3,0,6,1
11725,342,1,36334,1,3,6,61,2486,7,1,22,0,3,0,9,0
4666,316,1,9451,1,3,7,69,2638,2,1,18,0,3,1,11,0
234,247,1,28455,14,3,7,58,2436,5,1,13,0,3,1,8,1
142,285,1,12740,1,5,2,32,4317,3,1,20,1,2,0,19,0
7571,259,1,5149,4,4,6,56,2629,6,0,30,1,4,0,7,0
9515,292,1,21928,1,4,0,68,10658,5,0,27,0,3,0,21,1
6126,258,1,29123,5,4,0,70,2921,1,0,21,0,3,1,2,0
5744,204,1,39616,15,3,3,88,4827,1,0,26,0,4,1,13,0
3566,241,1,22377,1,2,7,96,5227,7,0,17,0,3,1,15,0
10082,332,0,28287,17,3,14,56,2486,9,1,31,0,4,1,9,1
1254,367,1,45955,11,4,11,80,4507,3,0,12,0,3,0,8,0
8232,274,1,12712,1,3,14,88,10255,2,1,31,1,3,1,17,0
210,240,1,36575,1,4,7,32,10400,1,0,11,0,3,0,14,1
1162,262,1,25795,10,3,7,55,10306,9,0,17,0,3,0,15,1
10965,246,1,5443,7,4,0,55,2388,5,0,24,0,2,0,19,0
9647,224,0,27098,6,3,0,51,2759,3,1,27,0,4,1,6,0
5301,332,1,39129,1,1,3,86,2054,3,0,25,0,4,1,15,0
8759,304,0,24224,11,3,14,78,6331,1,0,18,0,1,1,10,0
6299,231,1,49008,3,3,0,61,2108,4,0,23,0,3,1,9,0
855,277,1,34195,1,3,3,56,6474,1,0,13,0,2,1,14,0
351,240,1,37170,1,3,7,75,2370,1,0,13,0,3,1,8,0
4193,249,1,44947,1,3,11,76,5188,10,0,22,0,4,0,23,0
4716,241,1,31746,1,3,3,96,5528,2,0,26,0,3,1,14,0
9161,299,1,12061,15,2,0,111,11558,1,1,32,0,2,1,18,0
10052,268,1,47997,27,4,0,65,6941,4,0,35,0,2,1,19,0
7037,268,1,7283,8,4,0,61,4153,1,0,21,0,4,1,15,0
11755,279,0,30987,23,2,6,58,2616,4,0,36,0,3,1,23,0
9904,266,1,34041,1,3,14,80,7130,1,1,32,0,4,0,15,0
6698,236,0,27758,20,3,0,73,2801,0,0,21,0,1,1,3,0
4866,233,1,24130,1,3,3,51,11598,10,0,24,1,3,1,17,0
3306,308,1,5035,1,3,11,64,9410,1,0,29,0,3,0,10,1
498,165,1,21140,1,1,7,69,2773,0,0,20,1,4,0,3,0
10440,309,0,48881,26,3,6,62,5664,3,0,31,0,1,1,23,0
10481,211,1,31340,9,3,6,122,2347,3,0,31,0,4,0,13,0
7059,261,1,39556,3,3,0,74,5438,1,0,16,0,3,1,11,0
4223,212,1,41379,1,3,3,91,2102,1,0,14,0,3,1,13,0
3990,316,1,26220,1,2,7,87,3731,1,0,25,0,3,0,19,0
11229,253,1,38173,7,2,0,95,4945,1,0,27,0,1,1,14,1
7697,365,0,45820,4,1,6,107,2980,3,0,26,0,1,0,5,0
6083,307,1,31678,19,2,6,106,2751,8,1,22,0,3,1,15,0
11257,314,1,11564,1,4,0,99,2451,3,0,38,1,3,1,7,0
3271,204,1,7399,1,1,11,85,6397,2,1,21,0,4,1,11,0
10288,375,0,35858,2,3,6,80,5447,4,0,22,0,4,0,24,0
684,300,1,23030,10,4,11,67,9705,2,0,12,0,2,1,11,0
6469,228,1,28178,1,2,0,45,2324,1,1,22,0,4,1,1,1
8810,224,1,16383,28,4,6,77,3789,1,0,25,0,2,0,5,0
8354,204,1,22824,7,3,10,112,3582,0,0,17,0,4,0,8,0
5269,218,1,33017,15,1,3,75,2222,2,1,28,0,1,1,7,0
6653,279,1,27867,12,5,6,60,8863,0,0,17,0,2,0,15,0
4610,204,1,16567,1,1,2,75,4339,6,0,24,0,3,1,13,0
5390,234,1,24643,1,3,3,103,2830,9,0,19,0,3,0,10,1
6886,380,0,51630,28,2,0,103,4288,3,0,32,1,1,0,20,1
1939,240,1,51590,11,4,10,60,4707,8,0,12,0,4,0,6,1
10888,217,1,31192,2,4,6,63,4433,7,0,29,0,4,0,13,1
11618,210,1,25527,23,1,6,54,3595,3,0,37,1,4,1,14,0
7948,213,1,31154,2,4,6,50,4386,6,0,26,0,4,0,5,1
7787,234,1,14467,7,1,1,69,2994,0,0,22,0,1,0,4,0
6688,230,1,38754,28,4,0,102,2524,4,0,32,1,1,1,11,0
6327,272,1,21669,1,3,1,88,4728,9,0,14,0,3,0,15,0
333,322,1,35035,1,3,3,43,9985,8,0,16,0,1,1,10,0
4061,272,1,30976,1,4,3,85,6866,8,0,17,0,1,0,20,0
10979,156,1,4557,4,3,14,104,3023,1,0,33,0,2,0,5,1
9092,220,1,40579,9,3,6,120,2137,1,0,34,1,4,1,9,0
8709,265,1,25729,3,1,6,82,8113,3,1,22,0,3,0,9,0
1001,277,1,51170,11,3,7,94,3629,4,0,18,0,1,0,8,0
6061,263,1,22024,27,2,6,107,2317,2,0,20,0,4,0,9,0
11407,266,1,47336,1,4,0,63,5540,9,0,35,0,2,1,12,0
655,247,1,37625,1,2,13,57,2277,3,1,11,0,3,1,7,0
5916,378,1,30420,3,2,1,96,2689,1,1,18,0,3,0,3,1
10089,332,1,8597,2,3,0,112,3595,1,0,24,0,2,0,17,0
5477,353,1,20023,14,3,7,88,4632,4,1,23,0,3,1,13,0
5058,278,1,43115,21,2,7,63,3031,7,0,25,0,2,1,15,0
10016,313,1,42268,23,2,0,91,7143,5,1,23,0,4,0,24,0
10076,297,0,20830,2,2,6,100,2537,4,0,23,0,2,1,16,0
593,270,1,23660,1,3,10,35,5228,0,0,15,0,1,1,10,0
2755,345,1,29715,26,2,3,98,7991,8,0,15,0,3,0,6,0
5243,203,1,7006,1,3,3,68,2584,3,0,23,0,3,1,4,0
10981,305,0,51468,9,4,6,43,3669,9,1,22,0,4,1,8,0
8006,252,1,13099,25,4,0,97,2803,1,1,34,1,3,0,1,1
3849,144,1,9310,25,3,3,68,3039,3,1,20,0,4,0,3,0
7189,202,1,20024,10,3,6,56,4695,1,0,20,0,1,0,5,0
6791,192,0,20970,24,1,0,84,1121,1,1,25,0,4,0,1,1
4142,287,1,52359,1,2,7,100,3362,7,0,22,0,4,1,11,0
1091,247,1,20125,25,3,3,44,4320,1,0,13,0,4,0,5,0
6216,221,1,11133,8,4,10,84,2125,1,1,16,0,4,0,7,1
9321,236,0,5640,3,3,6,84,2151,1,0,35,1,3,1,5,0
8143,215,1,31329,15,2,0,59,2212,1,0,28,0,4,1,4,0
10850,261,1,5895,8,5,0,50,5186,5,0,30,0,3,1,17,0
10406,263,1,47441,5,3,6,59,11687,4,0,21,0,4,0,22,0
5588,151,1,39983,1,3,7,40,2843,3,0,28,0,1,0,6,0
9648,145,1,8695,8,1,6,107,1952,2,0,23,0,4,0,8,1
11659,218,1,51672,13,2,1,94,9920,3,1,22,0,4,0,12,1
722,285,1,48685,10,1,7,66,2684,0,0,17,0,2,1,3,0
1017,202,1,48195,11,1,3,91,2099,0,0,14,0,2,0,6,0
11088,253,1,35634,25,3,6,74,2365,5,1,28,1,2,0,11,1
5192,227,1,41208,20,3,10,90,10016,2,0,26,0,3,1,13,0
1896,225,1,39060,1,3,7,49,2564,0,0,14,0,3,0,12,0
3263,211,1,40525,1,4,7,97,3512,6,1,24,0,4,0,8,1
8678,207,1,25487,23,1,6,48,3545,1,0,29,1,4,1,9,0
5090,271,1,6628,1,4,10,76,4729,2,0,30,0,3,0,15,0
9982,270,1,25833,10,3,6,75,10362,10,0,33,0,3,0,21,1
419,225,1,49000,1,3,3,53,2097,4,0,15,0,3,1,9,0
3742,249,1,33981,1,3,3,38,4355,2,0,23,0,3,1,13,0
9922,277,1,40549,2,4,0,82,2707,5,1,31,1,4,0,9,0
330,322,1,19565,10,4,3,82,5257,1,0,11,0,2,1,9,0
11133,209,1,48489,3,4,6,100,4484,2,0,39,1,2,1,15,0
8852,229,1,4427,9,2,6,107,2253,3,0,28,0,1,0,13,0
6324,363,1,5717,2,5,1,42,4058,2,0,23,0,1,1,14,0
8023,258,1,41934,1,4,10,111,2805,3,1,20,0,2,0,6,0
7147,264,1,48137,10,3,0,95,4009,1,1,19,0,3,1,15,0
7093,177,1,14956,7,3,0,111,2285,1,1,28,1,2,1,3,1
7026,263,0,14920,10,4,0,45,4735,1,0,24,0,1,1,9,0
5014,316,1,32705,29,3,3,107,4476,3,0,24,0,4,1,13,0
8035,203,0,44908,1,3,6,62,4300,1,0,19,0,2,0,7,0
11144,348,1,51050,7,3,6,97,4526,6,1,31,0,3,1,11,0
7097,189,1,20338,9,3,6,69,4407,1,0,23,0,4,1,5,0
4425,219,1,48652,21,4,3,62,10035,1,0,16,0,3,1,19,0
1406,405,1,5495,10,3,7,77,4440,6,1,19,0,4,0,9,0
10239,321,1,19532,18,4,0,47,5474,7,1,35,0,3,1,13,0
7631,320,1,22230,1,1,0,108,4918,1,0,28,1,3,0,20,0
11546,297,0,20838,2,2,6,95,2538,5,0,22,0,2,1,16,0
4447,265,1,31188,1,3,11,102,2060,3,0,24,0,1,0,7,0
3708,301,1,10543,26,3,11,87,8437,1,0,21,0,2,1,13,0
4836,227,1,39100,1,3,7,59,2621,1,0,18,0,3,0,17,0
4315,241,1,8372,1,2,3,58,2492,5,1,26,0,1,0,14,1
9352,360,1,24661,14,4,1,60,5014,2,0,27,0,4,0,26,0
10551,300,1,46498,2,2,0,59,5307,5,0,26,0,4,1,14,0
6447,259,1,10648,2,3,10,70,6285,1,0,27,1,3,0,6,0
1234,352,1,19005,1,4,11,87,4978,7,0,11,0,4,1,4,0
9574,259,1,36369,8,1,0,102,2404,2,0,31,0,4,0,9,0
6284,214,1,45509,17,2,6,86,4566,1,0,17,0,4,1,10,0
8708,243,1,37777,10,2,6,98,6593,2,1,22,0,4,1,8,0
8757,186,1,26990,1,2,0,56,4629,1,0,21,0,2,0,4,0
6990,267,1,3643,2,3,0,72,2077,1,1,19,0,4,1,1,1
8433,312,1,23668,9,4,0,98,2026,3,0,26,0,2,0,15,1
5105,279,1,21921,1,4,3,54,10649,7,0,19,0,3,0,20,1
7677,298,1,40681,3,2,6,52,5246,4,1,24,0,1,0,12,1
4042,271,1,40542,1,4,3,78,2697,5,1,27,1,4,0,9,0
513,150,1,47670,10,1,7,32,1009,1,1,11,0,4,0,1,1
5446,234,1,18336,1,3,3,100,3780,7,1,23,0,3,1,15,1
891,330,1,39095,1,1,3,72,2011,1,0,13,0,4,1,10,0
7705,199,1,32660,1,3,0,67,5299,1,0,25,0,2,1,8,0
5778,256,1,25757,22,4,10,94,5792,1,1,22,0,2,0,19,0
2623,135,1,19040,1,2,7,70,1569,1,1,12,0,3,0,0,1
10847,269,1,42912,2,4,0,74,5164,3,0,26,0,1,1,22,0
9664,234,1,29862,10,3,1,93,6634,2,0,27,0,1,1,15,0
6592,251,1,16141,13,1,0,60,3463,3,0,23,0,1,0,5,0
5335,316,1,21142,1,4,7,85,2432,7,1,24,0,4,0,23,0
8478,274,0,45580,6,4,0,88,5565,3,1,24,0,4,1,9,0
2221,375,1,5075,1,3,3,95,6347,0,0,12,0,1,1,19,0
3662,286,1,48722,10,1,7,80,2742,2,0,29,0,2,1,11,0
3396,234,1,24115,1,3,3,49,11602,10,0,26,1,3,1,12,0
382,195,1,20125,1,1,2,73,3102,0,0,22,1,3,0,7,1
8377,259,1,14043,1,3,0,91,3298,5,0,22,0,1,1,7,0
10799,255,0,45409,6,3,0,42,7789,3,0,31,1,3,1,20,0
10488,291,1,44175,2,4,0,103,6610,11,0,31,0,2,0,19,0
8443,322,0,10092,2,3,0,52,10132,2,1,24,0,3,1,24,0
9490,212,1,21687,4,3,0,95,2382,3,0,32,0,3,0,1,0
11512,194,1,8457,22,1,5,71,1602,3,0,30,0,3,1,9,1
10620,328,0,19614,10,4,0,97,5310,3,0,28,0,2,1,13,0
10649,281,0,18980,3,4,6,63,9766,5,0,34,0,1,1,21,0
7859,251,0,45366,6,3,0,33,7729,3,0,33,1,3,1,15,0
1952,232,1,47775,13,4,7,46,4233,2,0,17,0,3,0,9,1
3907,302,1,11555,1,4,3,99,2441,3,0,27,1,3,1,9,0
7678,258,0,17784,10,3,1,52,4686,3,0,18,0,3,0,9,0
9848,321,1,44946,5,5,6,100,2193,3,1,28,0,1,0,9,0
6042,213,1,15407,21,3,6,46,2720,1,0,23,0,3,1,5,0
11739,251,1,18571,2,3,14,93,2484,3,0,24,0,4,0,5,0
4453,204,1,34823,1,3,3,47,8766,3,0,20,0,4,0,16,0
7450,282,1,28248,6,4,5,74,2077,4,1,29,1,4,0,7,1
7912,254,1,18452,1,4,10,67,2695,1,1,18,0,3,0,10,1
9832,244,0,23402,1,4,0,73,1409,2,0,25,0,2,0,7,1
6359,187,0,45053,7,3,0,58,2890,1,1,27,0,4,1,6,1
4507,211,1,4237,1,3,7,54,4266,1,0,20,0,2,0,7,0
10922,322,0,44533,2,1,6,48,2567,7,1,26,0,4,0,12,0
8585,353,1,44702,2,3,0,79,10376,4,1,15,0,2,1,13,0
6110,401,1,46312,2,3,0,92,3215,7,0,25,0,2,0,6,0
1361,195,1,38360,1,3,10,61,2544,0,0,18,0,1,1,8,0
10844,212,1,34184,7,3,6,70,6854,8,0,37,0,1,0,14,0
286,330,1,32200,24,3,3,43,3161,3,1,22,1,4,1,19,1
10472,314,1,47520,20,2,1,90,3198,2,1,39,1,4,0,11,1
8414,228,1,11559,1,3,0,53,2070,0,0,27,1,1,1,6,0
8628,279,1,48412,10,3,0,98,8329,7,1,21,0,4,1,15,0
8733,273,1,47289,9,4,0,74,2821,1,0,27,1,2,0,5,0
4055,257,1,16810,1,4,7,44,3024,2,0,16,0,3,0,6,0
4403,234,1,11425,1,3,7,79,9989,1,0,25,0,2,0,16,0
10112,306,0,26849,20,3,0,92,4174,4,0,30,0,4,1,12,0
3344,211,1,45550,17,2,7,93,4610,1,0,24,0,4,1,16,0
873,270,1,32095,1,4,3,60,2741,1,0,14,0,3,1,7,0
4617,271,1,22270,18,1,7,78,2197,3,0,19,0,1,0,15,0
10976,316,1,9244,6,3,6,74,4772,4,1,32,0,3,0,23,0
7979,219,1,40927,8,2,6,66,4941,1,0,20,0,4,1,6,0
7444,243,1,38267,6,4,6,96,5016,1,0,20,0,1,0,12,0
883,247,1,4095,1,3,7,60,2781,0,0,13,0,2,1,15,0
4639,219,1,31410,18,1,7,99,2439,3,1,23,0,3,0,4,1
2984,226,1,25268,1,2,7,64,4057,1,0,28,1,4,0,15,0
8352,271,0,7006,18,2,0,66,9367,2,0,19,0,3,0,10,0
5033,226,1,35462,1,4,3,89,3811,10,0,16,0,2,1,20,0
9300,235,0,15732,12,4,0,86,2083,3,0,31,0,3,1,6,1
10227,188,1,27023,1,2,0,61,4672,1,0,22,0,2,0,9,0
3825,188,1,47507,10,4,3,69,5009,0,0,25,0,2,0,10,0
